Player,Nation,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Straight,Cmp,Off,Blocks,Position 1,Position 2
Luca Kilian,GER,Köln,de Bundesliga,23 years,7.1,317,302,15,8,0,1,1,5,0,0,0,0,241,0,4,Defender,
Max Kilman,ENG,Wolves,eng Premier League,26 years,38.0,2309,2245,55,38,2,20,6,8,0,0,0,0,1979,9,13,Defender,
Joshua Kimmich,GER,Bayern Munich,de Bundesliga,28 years,24.2,2267,1983,273,75,11,15,195,77,121,41,57,2,1951,11,20,Midfielder,Defender
Jakub Kiwior,POL,Arsenal,eng Premier League,23 years,10.5,625,550,73,6,1,1,12,67,0,0,0,0,523,2,2,Defender,
Simon Kjær,DEN,Milan,it Serie A,34 years,13.0,833,807,26,20,0,4,1,2,0,0,0,0,735,0,2,Defender,
Davy Klaassen,NED,Inter,it Serie A,30 years,2.3,95,94,1,1,0,1,0,0,0,0,0,0,82,0,2,Midfielder,
Christoph Klarer,AUT,Darmstadt 98,de Bundesliga,23 years,26.2,1200,1153,46,38,0,13,8,8,0,0,0,0,1044,1,11,Defender,
Tim Kleindienst,GER,Heidenheim,de Bundesliga,27 years,31.9,874,828,43,0,2,7,19,11,0,0,0,0,516,3,50,Forward,
Lukas Klostermann,GER,RB Leipzig,de Bundesliga,27 years,16.0,1155,1126,28,14,3,4,8,14,0,0,0,0,1035,1,8,Defender,
Justin Kluivert,NED,Bournemouth,eng Premier League,24 years,21.3,421,399,18,1,0,3,29,7,2,0,0,1,288,4,19,Midfielder,Forward
Ansgar Knauff,GER,Eintracht Frankfurt,de Bundesliga,21 years,23.4,747,684,57,2,3,1,46,55,0,0,0,0,475,6,44,Midfielder,Defender
Robin Knoche,GER,Union Berlin,de Bundesliga,31 years,21.3,1153,1109,42,29,0,4,3,8,0,0,0,0,931,2,8,Defender,
Gregor Kobel,SUI,Dortmund,de Bundesliga,25 years,26.3,1175,951,220,55,0,0,0,0,0,0,0,0,974,4,0,Goalkeeper,
Robin Koch,GER,Eintracht Frankfurt,de Bundesliga,27 years,30.4,2161,2097,63,48,2,2,4,2,0,0,0,0,1902,1,12,Defender,
Philipp Köhn,SUI,Monaco,fr Ligue 1,25 years,22.0,667,484,182,52,0,0,0,0,0,0,0,0,479,1,0,Goalkeeper,
Dominik Kohr,GER,Mainz 05,de Bundesliga,29 years,24.3,1159,1108,47,40,0,7,22,6,0,0,0,0,876,4,27,Defender,Midfielder
Koke,ESP,Atlético Madrid,es La Liga,31 years,27.7,2263,2183,67,64,14,31,11,2,1,0,1,0,2037,13,19,Midfielder,
Sead Kolašinac,BIH,Atalanta,it Serie A,30 years,24.2,1278,1192,81,28,1,4,9,53,0,0,0,0,1077,5,26,Defender,
Luca Koleosho,ITA,Burnley,eng Premier League,18 years,10.8,274,267,6,2,0,0,23,4,0,0,0,0,192,1,16,Midfielder,Forward
Randal Kolo Muani,FRA,Paris S-G,fr Ligue 1,24 years,14.1,359,354,4,0,1,0,9,0,0,0,0,0,259,1,17,Forward,Midfielder
Randal Kolo Muani,FRA,Eintracht Frankfurt,de Bundesliga,24 years,1.7,26,25,1,0,0,0,0,0,0,0,0,0,17,0,1,Forward,
Mert Kömür,GER,Augsburg,de Bundesliga,18 years,1.3,34,33,1,0,1,0,1,1,0,0,0,0,30,0,1,Midfielder,Defender
Cheick Konaté,MLI,Clermont Foot,fr Ligue 1,19 years,11.9,484,419,65,5,0,6,43,60,0,0,0,0,319,0,21,Defender,
Ibrahima Konaté,FRA,Liverpool,eng Premier League,24 years,17.5,1463,1426,35,24,5,6,1,11,0,0,0,0,1286,2,8,Defender,
Geoffrey Kondogbia,CTA,Marseille,fr Ligue 1,30 years,16.3,952,935,11,9,2,10,2,1,1,0,0,0,832,6,7,Midfielder,
Abdoul Koné,FRA,Reims,fr Ligue 1,18 years,2.1,85,65,20,3,0,1,1,17,0,0,0,0,53,0,3,Defender,
Amadou Koné,MLI,Reims,fr Ligue 1,18 years,5.3,256,251,3,3,0,2,1,0,0,0,0,0,204,2,5,Midfielder,
Ibrahima Koné,MLI,Almería,es La Liga,24 years,3.1,56,49,7,0,0,0,2,2,0,0,0,0,38,0,0,Forward,
Ibrahima Koné,MLI,Lorient,fr Ligue 1,24 years,0.4,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Forward,
Manu Koné,FRA,Gladbach,de Bundesliga,22 years,17.3,688,676,10,9,0,2,3,0,0,0,0,0,583,2,15,Midfielder,
Ezri Konsa,ENG,Aston Villa,eng Premier League,25 years,34.1,2094,1896,197,71,1,0,17,123,0,0,0,0,1907,1,24,Defender,
Teun Koopmeiners,NED,Atalanta,it Serie A,25 years,29.2,1419,1280,129,34,3,9,121,13,59,31,20,0,1092,10,32,Midfielder,
Odilon Kossounou,CIV,Leverkusen,de Bundesliga,22 years,20.1,1428,1339,88,31,4,7,2,57,0,0,0,0,1274,1,17,Defender,
Filip Kostić,SRB,Juventus,it Serie A,30 years,20.2,997,808,187,18,0,5,168,109,60,19,37,0,726,2,38,Defender,
N'Guessan Kouadio,CIV,Metz,fr Ligue 1,20 years,1.2,46,44,2,2,0,0,1,0,0,0,0,0,37,0,1,Midfielder,Forward
Christian Kouamé,CIV,Fiorentina,it Serie A,25 years,12.1,448,431,11,2,3,1,20,7,2,0,0,0,325,6,13,Forward,
Rominigue Kouamé,MLI,Cádiz,es La Liga,26 years,9.1,411,408,3,3,0,3,1,0,0,0,0,0,355,0,4,Midfielder,
Koffi Kouao,CIV,Metz,fr Ligue 1,25 years,9.6,401,317,81,6,0,1,16,75,0,0,0,0,317,3,7,Defender,
Tomáš Koubek,CZE,Augsburg,de Bundesliga,30 years,3.0,98,70,28,4,0,0,0,0,0,0,0,0,69,0,1,Goalkeeper,
Therence Koudou,FRA,Reims,fr Ligue 1,18 years,3.5,173,137,36,2,0,0,14,34,0,0,0,0,142,0,3,Defender,
Jules Koundé,FRA,Barcelona,es La Liga,24 years,32.2,2757,2482,267,61,2,29,34,198,0,0,0,0,2478,8,29,Defender,
Boubakar Kouyaté,MLI,Montpellier,fr Ligue 1,26 years,21.4,873,836,34,25,1,5,1,2,0,0,0,0,719,3,8,Defender,
Cheikhou Kouyaté,SEN,Nottingham Forest,eng Premier League,33 years,2.4,74,73,0,0,0,0,0,0,0,0,0,0,47,1,1,Midfielder,
Mateo Kovačić,CRO,Manchester City,eng Premier League,29 years,17.2,1527,1491,34,24,4,1,0,2,1,0,0,0,1435,2,10,Midfielder,
Viktor Kovalenko,UKR,Empoli,it Serie A,27 years,6.8,250,233,17,4,2,1,13,3,6,3,2,0,179,0,5,Midfielder,
Matej Kovar,CZE,Leverkusen,de Bundesliga,23 years,1.0,17,16,1,1,0,0,0,0,0,0,0,0,17,0,0,Goalkeeper,
Dawid Kownacki,POL,Werder Bremen,de Bundesliga,26 years,4.2,109,104,4,0,0,1,3,2,0,0,0,0,69,1,3,Forward,
Emil Krafth,SWE,Newcastle Utd,eng Premier League,28 years,10.1,580,514,65,11,0,0,17,53,1,0,0,0,488,1,14,Defender,
Alex Král,CZE,Union Berlin,de Bundesliga,25 years,15.2,487,449,35,5,3,3,17,16,0,0,0,0,340,3,15,Midfielder,
Andrej Kramarić,CRO,Hoffenheim,de Bundesliga,32 years,24.4,1139,971,164,44,9,4,113,21,73,27,27,1,904,4,30,Midfielder,Forward
Christoph Kramer,GER,Gladbach,de Bundesliga,32 years,2.8,183,176,6,4,0,0,3,0,1,0,0,0,145,1,4,Midfielder,
Frans Krätzig,GER,Bayern Munich,de Bundesliga,20 years,0.6,50,45,5,0,1,1,0,5,0,0,0,0,45,0,0,Defender,
Tom Krauß,GER,Mainz 05,de Bundesliga,22 years,15.0,651,629,19,14,2,2,7,2,0,0,0,0,486,3,20,Midfielder,
Rasmus Kristensen,DEN,Roma,it Serie A,26 years,19.4,1037,879,152,8,1,1,44,144,0,0,0,0,799,6,25,Defender,
Thomas Kristensen,DEN,Udinese,it Serie A,21 years,23.3,863,725,134,32,0,11,1,97,0,0,0,0,662,4,8,Defender,
Toni Kroos,GER,Real Madrid,es La Liga,33 years,23.6,2505,2260,239,137,6,53,118,13,89,32,34,0,2291,6,13,Midfielder,
Nikola Krstović,MNE,Lecce,it Serie A,23 years,26.4,526,476,48,1,5,2,4,7,0,0,0,0,354,2,20,Forward,
Rade Krunić,BIH,Milan,it Serie A,29 years,7.6,431,401,30,27,1,1,4,3,0,0,0,0,388,0,2,Midfielder,
Lukas Kübler,GER,Freiburg,de Bundesliga,30 years,20.5,1030,841,187,14,2,3,21,172,0,0,0,0,805,2,10,Defender,
Takefusa Kubo,JPN,Real Sociedad,es La Liga,22 years,23.9,862,759,98,13,6,3,145,2,82,46,18,0,611,5,32,Forward,Midfielder
Mahmut Kücüksahin,,Augsburg,de Bundesliga,19 years,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Midfielder,
Mohammed Kudus,GHA,West Ham,eng Premier League,22 years,27.6,875,855,16,8,3,6,94,4,2,1,0,0,677,4,43,Forward,Midfielder
Christian Kühlwetter,GER,Heidenheim,de Bundesliga,27 years,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Midfielder,
Dejan Kulusevski,SWE,Tottenham,eng Premier League,23 years,30.7,1234,1185,42,8,12,6,89,6,24,6,0,0,953,7,55,Forward,Midfielder
Sael Kumbedi,FRA,Lyon,fr Ligue 1,18 years,10.3,592,506,85,9,1,0,28,76,0,0,0,0,470,1,11,Defender,
Marash Kumbulla,ALB,Sassuolo,it Serie A,23 years,4.0,106,98,8,3,0,0,0,0,0,0,0,0,83,0,0,Defender,
Justin Kumi,ITA,Sassuolo,it Serie A,19 years,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Forward,
Layvin Kurzawa,FRA,Paris S-G,fr Ligue 1,30 years,0.1,13,11,2,1,0,0,0,1,0,0,0,0,13,0,0,Defender,
Berkan Kutlu,TUR,Genoa,it Serie A,25 years,2.2,64,59,5,2,0,2,12,0,2,1,1,0,46,0,3,Midfielder,
Daler Kuzyaev,RUS,Le Havre,fr Ligue 1,30 years,23.2,1050,1010,36,19,4,0,27,1,15,2,7,0,824,4,27,Midfielder,
Khvicha Kvaratskhelia,GEO,Napoli,it Serie A,22 years,30.4,1200,1110,86,17,6,30,99,22,45,27,12,0,965,4,22,Forward,
Giorgi Kvernadze,GEO,Frosinone,it Serie A,20 years,0.7,36,32,4,0,0,0,1,4,0,0,0,0,31,0,2,Forward,Defender
Moritz-Broni Kwarteng,GHA,Bochum,de Bundesliga,25 years,3.1,94,91,3,0,0,0,5,1,2,0,1,0,67,0,1,Forward,
Grejohn Kyei,FRA,Clermont Foot,fr Ligue 1,27 years,11.4,265,235,27,0,0,2,2,0,0,0,0,0,198,3,8,Forward,
Giorgos Kyriakopoulos,GRE,Monza,it Serie A,27 years,19.0,1080,908,170,17,0,0,84,136,17,1,16,0,891,2,30,Defender,
Luca de la Torre,USA,Celta Vigo,es La Liga,25 years,21.7,764,756,4,2,1,0,17,0,0,0,0,0,620,4,36,Midfielder,
Gaëtan Laborde,FRA,Nice,fr Ligue 1,29 years,21.2,558,540,16,3,0,2,62,4,6,5,1,0,366,2,21,Forward,Midfielder
Alexandre Lacazette,FRA,Lyon,fr Ligue 1,32 years,25.5,561,514,42,1,8,6,10,2,0,0,0,0,397,5,18,Forward,
Maxence Lacroix,FRA,Wolfsburg,de Bundesliga,23 years,26.2,1449,1353,91,65,0,12,5,2,0,0,0,0,1228,5,9,Defender,
Alban Lafont,FRA,Nantes,fr Ligue 1,24 years,27.7,1006,770,235,69,0,3,0,0,0,0,0,0,720,1,0,Goalkeeper,
Yoel Lago,ESP,Celta Vigo,es La Liga,19 years,1.0,86,83,3,2,0,0,0,0,0,0,0,0,82,0,0,Defender,
Aïssa Laïdouni,TUN,Union Berlin,de Bundesliga,26 years,11.9,512,491,19,5,2,1,22,3,1,0,0,0,404,2,11,Midfielder,
Konrad Laimer,AUT,Bayern Munich,de Bundesliga,26 years,19.7,1457,1339,113,24,4,5,31,83,4,0,0,0,1294,5,29,Defender,Midfielder
Stefan Lainer,AUT,Gladbach,de Bundesliga,30 years,8.3,483,415,67,4,1,0,19,62,1,0,0,0,375,1,11,Defender,Midfielder
Kenny Lala,MAD,Brest,fr Ligue 1,31 years,33.0,2195,1784,404,85,0,20,143,310,9,3,6,0,1713,7,62,Defender,
Adam Lallana,ENG,Brighton,eng Premier League,35 years,9.4,509,491,15,5,3,0,7,0,4,0,0,0,451,3,9,Midfielder,Forward
Mathis Lambourde,FRA,Rennes,fr Ligue 1,17 years,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Forward,
Érik Lamela,ARG,Sevilla,es La Liga,31 years,5.1,174,165,9,2,1,0,12,5,1,1,0,0,142,0,3,Forward,Midfielder
Mohamed Lamine Bayo,GUI,Le Havre,fr Ligue 1,25 years,15.4,310,283,26,0,3,2,8,0,0,0,0,0,201,1,14,Forward,
Didier Lamkel Zé,CMR,Metz,fr Ligue 1,26 years,6.1,190,179,10,5,0,6,13,1,2,1,0,0,137,1,5,Forward,Midfielder
Tariq Lamptey,GHA,Brighton,eng Premier League,22 years,10.2,454,400,51,2,0,0,31,49,0,0,0,0,379,3,9,Defender,Forward
Bruno Langa,MOZ,Almería,es La Liga,25 years,9.1,400,320,80,13,0,3,16,67,0,0,0,0,307,0,13,Defender,
Gianluca Lapadula,PER,Cagliari,it Serie A,33 years,13.4,171,148,22,1,0,0,7,0,0,0,0,0,120,1,5,Forward,
Aymeric Laporte,ESP,Manchester City,eng Premier League,29 years,0.1,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,Defender,
Julien Laporte,FRA,Lorient,fr Ligue 1,29 years,20.2,1023,975,45,20,0,5,1,1,0,0,0,0,883,3,5,Defender,
Cyle Larin,CAN,Mallorca,es La Liga,28 years,20.3,294,278,13,0,1,1,7,1,0,0,0,0,184,3,14,Forward,
Yasser Larouci,ALG,Sheffield Utd,eng Premier League,22 years,5.9,185,171,13,0,0,0,6,13,0,0,0,0,131,1,14,Defender,
Hugo Larsson,SWE,Eintracht Frankfurt,de Bundesliga,19 years,21.0,965,944,19,14,1,2,8,5,0,0,0,0,835,2,13,Midfielder,
Jamaal Lascelles,ENG,Newcastle Utd,eng Premier League,29 years,12.0,774,764,8,6,0,3,1,2,0,0,0,0,669,2,5,Defender,
Juanmi Latasa,ESP,Getafe,es La Liga,22 years,17.3,368,354,11,0,2,0,2,0,0,0,0,0,192,3,5,Forward,
Toni Lato,ESP,Mallorca,es La Liga,25 years,17.2,788,619,167,2,1,3,49,164,1,0,0,0,595,2,23,Defender,
Armand Lauriente,FRA,Sassuolo,it Serie A,24 years,32.3,908,805,103,15,4,11,135,14,72,47,6,1,628,0,32,Forward,
Roméo Lavia,BEL,Chelsea,eng Premier League,19 years,0.4,27,27,0,0,0,0,0,0,0,0,0,0,22,0,2,Midfielder,
Lázaro,BRA,Almería,es La Liga,21 years,3.2,100,87,12,4,1,2,12,3,5,3,2,0,69,1,4,Forward,Midfielder
Valentino Lazaro,AUT,Torino,it Serie A,27 years,22.2,1106,884,216,17,1,3,127,147,52,37,11,0,839,6,23,Defender,Midfielder
Darko Lazović,SRB,Hellas Verona,it Serie A,32 years,21.4,671,581,88,18,1,3,97,41,28,13,14,0,431,2,33,Forward,Midfielder
Manuel Lazzari,ITA,Lazio,it Serie A,29 years,18.6,975,819,156,11,0,2,56,145,0,0,0,0,826,0,28,Defender,
Théo Le Bris,FRA,Lorient,fr Ligue 1,20 years,16.8,680,602,75,2,0,1,33,68,3,2,0,0,531,3,16,Defender,Midfielder
Julien Le Cardinal,FRA,Brest,fr Ligue 1,25 years,5.3,258,246,11,5,0,3,5,6,0,0,0,0,212,1,3,Defender,
Julien Le Cardinal,FRA,Lens,fr Ligue 1,25 years,0.6,32,27,5,1,0,0,4,4,0,0,0,0,23,0,1,Defender,
Jérémy Le Douaron,FRA,Brest,fr Ligue 1,25 years,18.0,387,385,2,1,1,3,44,1,0,0,0,0,252,0,21,Forward,
Enzo Le Fée,FRA,Rennes,fr Ligue 1,23 years,17.0,1043,998,44,27,5,14,24,6,10,3,5,0,897,1,11,Midfielder,
Vincent Le Goff,FRA,Lorient,fr Ligue 1,33 years,6.0,322,280,40,3,1,0,18,34,3,1,2,0,252,2,7,Defender,Midfielder
Robin Le Normand,ESP,Real Sociedad,es La Liga,26 years,27.4,1765,1712,51,34,0,11,1,0,0,0,0,0,1562,2,9,Defender,
Nicola Leali,ITA,Genoa,it Serie A,30 years,2.0,72,53,19,9,0,0,0,0,0,0,0,0,40,0,0,Goalkeeper,
Rafael Leão,POR,Milan,it Serie A,24 years,27.9,1032,984,42,5,7,8,108,25,10,0,0,0,760,6,27,Forward,
Adrien Lebeau,FRA,Brest,fr Ligue 1,24 years,0.6,29,26,3,0,0,0,3,0,3,2,1,0,19,0,3,Midfielder,Forward
Jean-Louis Leca,FRA,Lens,fr Ligue 1,37 years,1.0,26,20,6,2,0,0,0,0,0,0,0,0,16,0,1,Goalkeeper,
Benjamin Lecomte,FRA,Montpellier,fr Ligue 1,32 years,30.0,1006,669,333,112,0,2,0,0,0,0,0,0,670,4,1,Goalkeeper,
Jeremías Ledesma,ARG,Cádiz,es La Liga,30 years,33.9,1186,734,447,163,0,1,0,0,0,0,0,0,689,5,5,Goalkeeper,
Pierre Lees-Melou,FRA,Brest,fr Ligue 1,30 years,28.0,1673,1618,54,48,6,32,31,5,1,0,0,0,1425,1,26,Midfielder,
Diogo Leite,POR,Union Berlin,de Bundesliga,24 years,30.0,1581,1471,98,54,1,6,4,14,0,0,0,0,1263,12,15,Defender,
Maxim Leitsch,GER,Mainz 05,de Bundesliga,25 years,4.2,171,169,2,2,0,0,0,0,0,0,0,0,133,0,0,Defender,
Florian Lejeune,FRA,Rayo Vallecano,es La Liga,32 years,37.0,2031,1850,167,117,1,35,7,4,1,1,0,0,1636,14,13,Defender,
Stefan Lekovic,SRB,Villarreal,es La Liga,19 years,0.3,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Defender,
Iñigo Lekue,ESP,Athletic Club,es La Liga,30 years,22.2,1273,1036,233,23,2,4,37,207,0,0,0,0,1012,4,29,Defender,
Thomas Lemar,FRA,Atlético Madrid,es La Liga,27 years,1.8,84,81,3,0,1,0,6,1,2,2,0,0,71,0,0,Midfielder,
Mario Lemina,GAB,Wolves,eng Premier League,29 years,33.0,1470,1432,31,21,8,12,15,9,0,0,0,0,1261,7,9,Midfielder,
Álvaro Lemos,ESP,Las Palmas,es La Liga,30 years,2.8,185,146,39,4,0,1,5,35,0,0,0,0,145,0,6,Defender,
Ruben Lendinez,ESP,Valencia,es La Liga,20 years,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Defender,
Clément Lenglet,FRA,Aston Villa,eng Premier League,28 years,12.8,918,859,58,40,0,8,3,4,0,0,0,0,822,1,3,Defender,
Bernd Leno,GER,Fulham,eng Premier League,31 years,38.0,1577,1281,292,91,0,2,0,0,0,0,0,0,1250,4,0,Goalkeeper,
Christopher Lenz,GER,RB Leipzig,de Bundesliga,28 years,0.5,49,37,12,2,0,0,5,8,2,0,1,0,38,0,1,Defender,Midfielder
Christopher Lenz,GER,Eintracht Frankfurt,de Bundesliga,28 years,0.1,9,6,3,2,0,0,0,1,0,0,0,0,5,0,0,Defender,
Johann Lepenant,FRA,Lyon,fr Ligue 1,20 years,2.8,186,179,6,5,1,0,2,1,0,0,0,0,165,1,4,Midfielder,
Jefferson Lerma,COL,Crystal Palace,eng Premier League,28 years,26.7,1250,1209,36,30,8,13,14,6,0,0,0,0,1018,5,20,Midfielder,Defender
Léo Leroy,FRA,Montpellier,fr Ligue 1,23 years,5.5,184,183,0,0,1,3,1,0,0,0,0,0,132,1,6,Midfielder,
Robert Lewandowski,POL,Barcelona,es La Liga,34 years,30.6,592,569,16,2,9,5,18,1,0,0,0,0,416,7,23,Forward,
Jamie Leweling,GER,Stuttgart,de Bundesliga,22 years,16.9,599,580,19,1,2,2,46,16,1,0,0,0,470,0,22,Forward,Midfielder
Rico Lewis,ENG,Manchester City,eng Premier League,18 years,9.0,568,525,43,9,1,0,1,34,0,0,0,0,518,0,11,Defender,Midfielder
Keane Lewis-Potter,ENG,Brentford,eng Premier League,22 years,16.0,415,404,10,3,2,4,50,6,0,0,0,0,289,1,13,Forward,Defender
Philipp Lienhart,AUT,Freiburg,de Bundesliga,27 years,14.1,982,914,65,31,2,8,4,17,0,0,0,0,814,3,6,Defender,
Matthijs de Ligt,NED,Bayern Munich,de Bundesliga,23 years,15.4,1193,1169,23,19,0,3,2,1,0,0,0,0,1120,1,4,Defender,
Victor Lindelöf,SWE,Manchester Utd,eng Premier League,29 years,14.8,927,854,73,8,2,5,1,50,0,0,0,0,826,0,7,Defender,
Jesper Lindstrøm,DEN,Napoli,it Serie A,23 years,4.8,229,215,14,4,1,2,12,6,4,1,2,1,188,0,11,Forward,Midfielder
Jesper Lindstrøm,DEN,Eintracht Frankfurt,de Bundesliga,23 years,0.9,32,31,1,0,0,0,1,0,0,0,0,0,24,0,0,Forward,
Karol Linetty,POL,Torino,it Serie A,28 years,20.6,884,849,31,24,0,7,19,2,5,2,3,0,755,4,8,Midfielder,
Samuel Lino,BRA,Atlético Madrid,es La Liga,23 years,23.1,1015,961,48,4,5,8,41,42,2,0,0,0,816,6,35,Defender,Midfielder
Luca Lipani,ITA,Sassuolo,it Serie A,18 years,4.3,160,157,3,3,0,2,5,0,0,0,0,0,123,0,3,Midfielder,
Pol Lirola,ESP,Frosinone,it Serie A,25 years,17.1,722,627,93,15,2,2,25,78,0,0,0,0,556,2,20,Defender,
Marcin Listkowski,POL,Lecce,it Serie A,25 years,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Forward,
Valentino Livramento,ENG,Newcastle Utd,eng Premier League,20 years,14.6,802,697,105,4,0,1,26,101,0,0,0,0,689,0,12,Defender,
Dejan Ljubicic,AUT,Köln,de Bundesliga,25 years,22.8,843,833,8,2,5,6,31,5,0,0,0,0,670,2,22,Midfielder,Forward
Javier Llabrés,ESP,Mallorca,es La Liga,20 years,2.7,97,91,6,0,0,0,20,1,5,2,3,0,64,0,3,Midfielder,Forward
Diego Llorente,ESP,Roma,it Serie A,29 years,24.1,1648,1592,55,28,1,3,6,8,0,0,0,0,1501,1,11,Defender,
Marcos Llorente,ESP,Atlético Madrid,es La Liga,28 years,28.5,1219,1135,80,1,1,3,70,79,0,0,0,0,974,4,46,Midfielder,Defender
Gautier Lloris,FRA,Le Havre,fr Ligue 1,28 years,30.9,1398,1369,27,18,2,3,3,8,0,0,0,0,1194,2,14,Defender,
Abou Lô,SEN,Metz,fr Ligue 1,23 years,2.2,74,73,1,1,0,0,0,0,0,0,0,0,65,0,1,Midfielder,Defender
Giovani Lo Celso,ARG,Tottenham,eng Premier League,27 years,5.6,503,466,32,23,2,0,13,2,7,5,0,0,449,5,8,Midfielder,
Stanislav Lobotka,SVK,Napoli,it Serie A,28 years,36.5,2278,2209,63,37,4,14,3,2,0,0,0,0,2081,6,14,Midfielder,
Manuel Locatelli,ITA,Juventus,it Serie A,25 years,33.4,1988,1871,108,98,5,34,10,10,0,0,0,0,1703,9,15,Midfielder,
Bradley Locko,FRA,Brest,fr Ligue 1,21 years,32.9,1852,1528,320,44,1,18,94,276,0,0,0,0,1544,4,32,Defender,
Tom Lockyer,WAL,Luton Town,eng Premier League,28 years,13.0,422,401,20,17,1,5,1,2,0,0,0,0,301,1,7,Defender,
Renan Lodi,BRA,Marseille,fr Ligue 1,25 years,13.7,748,603,141,32,0,2,70,94,15,1,14,0,579,4,18,Defender,
Ruben Loftus-Cheek,ENG,Milan,it Serie A,27 years,23.0,733,724,7,1,1,1,13,1,0,0,0,0,619,2,8,Midfielder,
Elysée Logbo,FRA,Le Havre,fr Ligue 1,19 years,2.8,40,38,2,0,0,0,1,0,0,0,0,0,31,0,0,Forward,
Enzo Loiodice,FRA,Las Palmas,es La Liga,22 years,19.9,1129,1096,29,9,8,6,23,2,13,7,4,0,935,4,29,Midfielder,
Sean Longstaff,ENG,Newcastle Utd,eng Premier League,25 years,30.5,1241,1193,46,19,8,8,25,5,2,0,1,1,991,2,30,Midfielder,
Ademola Lookman,NGA,Atalanta,it Serie A,25 years,21.0,838,759,79,6,6,4,69,8,52,20,17,0,635,0,28,Forward,Midfielder
Noah Loosli,SUI,Bochum,de Bundesliga,26 years,3.8,127,120,6,1,0,0,2,5,0,0,0,0,81,1,4,Defender,
Anthony Lopes,POR,Lyon,fr Ligue 1,32 years,31.0,1035,770,265,69,1,0,0,0,0,0,0,0,773,0,0,Goalkeeper,
David López,ESP,Girona,es La Liga,33 years,21.8,1582,1499,81,33,0,3,0,2,0,0,0,0,1468,2,4,Defender,
Diego López,ESP,Valencia,es La Liga,21 years,29.5,791,761,27,2,4,3,65,17,0,0,0,0,512,3,42,Midfielder,Forward
Fermin López,ESP,Barcelona,es La Liga,20 years,16.1,631,614,12,1,3,10,17,3,0,0,0,0,522,5,20,Midfielder,Forward
Javi López,ESP,Alavés,es La Liga,21 years,26.5,1129,865,258,14,2,12,105,244,0,0,0,0,775,6,47,Defender,
Maxime Lopez,FRA,Fiorentina,it Serie A,25 years,8.9,673,646,27,14,0,3,16,1,11,0,10,0,595,0,5,Midfielder,
Maxime Lopez,FRA,Sassuolo,it Serie A,25 years,1.6,136,134,2,2,1,1,0,0,0,0,0,0,124,0,1,Midfielder,
Pau López,ESP,Marseille,fr Ligue 1,28 years,32.7,1195,964,229,80,0,0,0,0,0,0,0,0,924,2,1,Goalkeeper,
Unai López,ESP,Rayo Vallecano,es La Liga,27 years,23.4,1462,1340,109,53,3,18,73,10,43,22,8,1,1184,13,19,Midfielder,
Dion Lopy,SEN,Almería,es La Liga,21 years,21.3,882,855,25,18,2,15,7,7,0,0,0,0,745,2,11,Midfielder,
Anthony Losilla,FRA,Bochum,de Bundesliga,37 years,28.6,896,881,13,4,2,3,6,2,0,0,0,0,649,2,21,Midfielder,
Jordan Lotomba,SUI,Nice,fr Ligue 1,24 years,20.0,994,799,193,36,0,2,20,156,1,0,0,0,834,2,22,Defender,
Tom Louchet,FRA,Nice,fr Ligue 1,20 years,4.5,257,211,46,12,0,0,33,21,13,6,7,0,195,0,5,Midfielder,Defender
Imran Louza,MAR,Lorient,fr Ligue 1,24 years,9.6,583,493,87,37,1,4,53,6,37,19,13,0,465,3,4,Midfielder,
Matteo Lovato,ITA,Torino,it Serie A,23 years,6.0,272,266,6,5,0,0,0,1,0,0,0,0,243,0,1,Defender,
Matteo Lovato,ITA,Salernitana,it Serie A,23 years,10.5,400,366,30,28,0,1,1,1,0,0,0,0,323,4,2,Defender,
Dejan Lovren,CRO,Lyon,fr Ligue 1,34 years,8.0,440,418,22,10,0,2,3,1,0,0,0,0,371,0,5,Defender,
Sandi Lovrić,SVN,Udinese,it Serie A,25 years,22.1,718,621,92,37,2,7,82,10,43,15,22,0,543,5,17,Midfielder,
Max Lowe,ENG,Sheffield Utd,eng Premier League,26 years,5.6,130,113,17,0,0,0,8,15,2,2,0,0,84,0,6,Defender,Midfielder
Anthony Lozano,HON,Getafe,es La Liga,30 years,1.0,16,16,0,0,0,0,1,0,0,0,0,0,10,0,1,Midfielder,Forward
Anthony Lozano,HON,Almería,es La Liga,30 years,8.6,136,120,15,0,0,0,4,0,0,0,0,0,98,1,4,Forward,
Lucas,BRA,Cádiz,es La Liga,22 years,17.1,807,632,169,14,2,4,72,145,10,6,2,0,595,6,14,Defender,
