Player,Nation,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Position 1,Position 2
Nemanja Matić,SRB,Lyon,fr Ligue 1,34 years,13.9,0,6,2,33.3,0.43,0.14,0.0,0.0,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Midfielder,
Joël Matip,CMR,Liverpool,eng Premier League,31 years,8.7,0,5,0,0.0,0.58,0.0,0.0,,10.6,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Defender,
Alex Matos,ENG,Chelsea,eng Premier League,18 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Chrislain Matsima,FRA,Clermont Foot,fr Ligue 1,21 years,13.1,1,5,2,40.0,0.38,0.15,0.2,0.5,24.0,0,0,0,0.2,0.2,0.03,0.8,0.8,Defender,
Chrislain Matsima,FRA,Monaco,fr Ligue 1,21 years,3.3,0,2,0,0.0,0.6,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Defender,
Jean Mattéo Bahoya,FRA,Eintracht Frankfurt,de Bundesliga,18 years,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,Forward
Remi Matthews,ENG,Crystal Palace,eng Premier League,29 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Alan Matturro,URU,Genoa,it Serie A,18 years,1.2,0,1,0,0.0,0.85,0.0,0.0,,7.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Defender,
Azor Matusiwa,NED,Reims,fr Ligue 1,25 years,15.4,1,12,2,16.7,0.78,0.13,0.08,0.5,21.1,0,0,0,0.7,0.7,0.05,0.3,0.3,Midfielder,
Azor Matusiwa,NED,Rennes,fr Ligue 1,25 years,8.8,0,6,1,16.7,0.68,0.11,0.0,0.0,18.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Midfielder,
Neal Maupay,FRA,Brentford,eng Premier League,26 years,14.7,6,37,14,37.8,2.52,0.95,0.16,0.43,15.3,1,0,0,5.7,5.7,0.16,0.3,0.3,Forward,
Neal Maupay,FRA,Everton,eng Premier League,26 years,1.2,0,5,4,80.0,4.05,3.24,0.0,0.0,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4,Forward,
Aïman Maurer,MAR,Clermont Foot,fr Ligue 1,18 years,0.6,0,3,1,33.3,4.82,1.61,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Midfielder,Forward
Konstantinos Mavropanos,GRE,West Ham,eng Premier League,25 years,16.7,1,12,2,16.7,0.72,0.12,0.08,0.5,9.3,0,0,0,1.2,1.2,0.1,-0.2,-0.2,Defender,
Christian Mawissa,FRA,Toulouse,fr Ligue 1,18 years,12.4,2,5,2,40.0,0.4,0.16,0.4,1.0,13.1,0,0,0,1.0,1.0,0.19,1.0,1.0,Defender,
Philipp Max,GER,Eintracht Frankfurt,de Bundesliga,29 years,15.0,1,8,2,25.0,0.53,0.13,0.13,0.5,24.2,0,0,0,0.2,0.2,0.03,0.8,0.8,Defender,
Eric Maxim Choupo-Moting,CMR,Bayern Munich,de Bundesliga,34 years,8.0,2,26,11,42.3,3.26,1.38,0.08,0.18,12.5,0,0,0,4.5,4.5,0.17,-2.5,-2.5,Midfielder,Forward
Luís Maximiano,POR,Almería,es La Liga,24 years,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Noam Mayoka-Tika,BEL,Marseille,fr Ligue 1,19 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Borja Mayoral,ESP,Getafe,es La Liga,26 years,23.9,15,43,23,53.5,1.8,0.96,0.26,0.48,15.8,0,4,4,11.9,8.7,0.2,3.1,2.3,Forward,
Senny Mayulu,FRA,Paris S-G,fr Ligue 1,17 years,3.6,0,3,0,0.0,0.83,0.0,0.0,,23.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Forward,Midfielder
Youssef Maziz,FRA,Metz,fr Ligue 1,25 years,1.4,1,3,1,33.3,2.18,0.73,0.33,1.0,19.4,0,0,0,0.1,0.1,0.04,0.9,0.9,Forward,Midfielder
Noussair Mazraoui,MAR,Bayern Munich,de Bundesliga,25 years,13.3,0,12,3,25.0,0.9,0.23,0.0,0.0,19.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Defender,
Luca Mazzitelli,ITA,Frosinone,it Serie A,27 years,24.6,5,49,18,36.7,2.0,0.73,0.1,0.28,23.0,3,0,0,2.3,2.3,0.05,2.7,2.7,Midfielder,
Pasquale Mazzocchi,ITA,Salernitana,it Serie A,28 years,14.1,0,8,1,12.5,0.57,0.07,0.0,0.0,28.6,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Defender,
Pasquale Mazzocchi,ITA,Napoli,it Serie A,28 years,4.8,0,5,1,20.0,1.05,0.21,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Defender,
Kevin Mbabu,SUI,Augsburg,de Bundesliga,28 years,22.7,0,4,1,25.0,0.18,0.04,0.0,0.0,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Defender,
Noah Mbamba,BEL,Leverkusen,de Bundesliga,18 years,0.2,0,1,0,0.0,5.63,0.0,0.0,,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Midfielder,
Ethan Mbappé,FRA,Paris S-G,fr Ligue 1,16 years,0.5,0,2,1,50.0,3.75,1.87,0.0,0.0,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Midfielder,Defender
Kylian Mbappé,FRA,Paris S-G,fr Ligue 1,24 years,24.0,27,112,50,44.6,4.67,2.09,0.19,0.42,18.3,2,6,8,21.0,14.5,0.13,6.0,6.5,Forward,
Malick Mbaye,SEN,Metz,fr Ligue 1,19 years,1.7,0,4,0,0.0,2.35,0.0,0.0,,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Midfielder,Forward
Mamadou Mbaye,SEN,Cádiz,es La Liga,25 years,3.2,0,2,1,50.0,0.62,0.31,0.0,0.0,7.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Defender,
Chancel Mbemba,COD,Marseille,fr Ligue 1,28 years,24.5,2,19,2,10.5,0.77,0.08,0.11,1.0,10.3,0,0,0,1.8,1.8,0.1,0.2,0.2,Defender,
Nolan Mbemba,CGO,Le Havre,fr Ligue 1,28 years,0.2,1,2,1,50.0,8.18,4.09,0.5,1.0,27.1,0,0,0,0.0,0.0,0.02,1.0,1.0,Midfielder,
Bryan Mbeumo,CMR,Brentford,eng Premier League,23 years,21.8,9,50,16,32.0,2.3,0.73,0.12,0.38,17.1,4,3,3,9.8,7.4,0.15,-0.8,-1.4,Forward,
Christ Mbondi,FRA,Reims,fr Ligue 1,18 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Jordi Mboula,ESP,Hellas Verona,it Serie A,24 years,3.4,0,4,1,25.0,1.17,0.29,0.0,0.0,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Forward,Midfielder
Nathanael Mbuku,COD,Augsburg,de Bundesliga,21 years,0.1,0,1,0,0.0,18.0,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Forward,
James Mcatee,ENG,Sheffield Utd,eng Premier League,20 years,20.2,3,25,8,32.0,1.23,0.4,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3,Midfielder,Forward
James Mcatee,ENG,Manchester City,eng Premier League,20 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Oliver McBurnie,SCO,Sheffield Utd,eng Premier League,27 years,14.2,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3,Forward,
James McConnell,ENG,Liverpool,eng Premier League,18 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
John McGinn,SCO,Aston Villa,eng Premier League,28 years,33.3,6,40,14,35.0,1.2,0.42,0.15,0.43,19.5,3,0,0,5.0,5.0,0.12,1.0,1.0,Midfielder,Forward
Scott McKenna,SCO,Nottingham Forest,eng Premier League,26 years,4.6,0,2,0,0.0,0.43,0.0,0.0,,10.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Defender,
Weston McKennie,USA,Juventus,it Serie A,24 years,28.8,0,23,5,21.7,0.8,0.17,0.0,0.0,10.5,0,0,0,3.0,3.0,0.13,-3.0,-3.0,Midfielder,Defender
Dwight McNeil,ENG,Everton,eng Premier League,23 years,32.1,3,57,14,24.6,1.77,0.44,0.05,0.21,21.0,0,0,0,3.4,3.4,0.06,-0.4,-0.4,Midfielder,Forward
Scott McTominay,SCO,Manchester Utd,eng Premier League,26 years,21.1,7,44,19,43.2,2.08,0.9,0.16,0.37,14.6,0,0,0,5.7,5.7,0.14,1.3,1.3,Midfielder,Forward
Facundo Medina,ARG,Lens,fr Ligue 1,24 years,30.2,1,19,12,63.2,0.63,0.4,0.05,0.08,18.6,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Defender,
Ben Mee,ENG,Brentford,eng Premier League,33 years,14.1,2,10,2,20.0,0.71,0.14,0.2,1.0,12.7,0,0,0,1.5,1.5,0.15,0.5,0.5,Defender,
Marvin Mehlem,GER,Darmstadt 98,de Bundesliga,25 years,16.5,3,23,8,34.8,1.4,0.49,0.13,0.38,17.5,0,0,0,3.8,3.8,0.17,-0.8,-0.8,Midfielder,
Bamo Meïté,CIV,Marseille,fr Ligue 1,21 years,7.1,0,1,0,0.0,0.14,0.0,0.0,,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Defender,
Bamo Meïté,CIV,Lorient,fr Ligue 1,21 years,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Hannibal Mejbri,TUN,Manchester Utd,eng Premier League,20 years,1.5,1,1,1,100.0,0.68,0.68,1.0,1.0,28.7,0,0,0,0.0,0.0,0.03,1.0,1.0,Midfielder,Forward
Hannibal Mejbri,TUN,Sevilla,es La Liga,20 years,1.2,0,1,0,0.0,0.87,0.0,0.0,,24.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Midfielder,
Óscar Melendo,ESP,Granada,es La Liga,25 years,12.5,0,6,2,33.3,0.48,0.16,0.0,0.0,14.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Midfielder,Forward
Gonzalo Melero,ESP,Almería,es La Liga,29 years,12.3,1,14,4,28.6,1.14,0.33,0.07,0.25,11.7,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Midfielder,Forward
Birger Meling,NOR,Rennes,fr Ligue 1,28 years,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,12.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Defender,
Arthur Melo,BRA,Fiorentina,it Serie A,26 years,22.1,2,11,5,45.5,0.5,0.23,0.09,0.2,28.6,0,1,1,1.0,0.3,0.02,1.0,0.7,Midfielder,
Memphis,NED,Atlético Madrid,es La Liga,29 years,9.9,5,38,15,39.5,3.83,1.51,0.13,0.33,17.5,3,0,0,5.8,5.8,0.15,-0.8,-0.8,Forward,
Houboulang Mendes,GNB,Almería,es La Liga,25 years,4.4,0,1,0,0.0,0.23,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Defender,
Nuno Mendes,POR,Paris S-G,fr Ligue 1,21 years,3.0,1,4,1,25.0,1.35,0.34,0.25,1.0,21.6,1,0,0,0.3,0.3,0.08,0.7,0.7,Defender,
Tomás Mendes,ESP,Alavés,es La Liga,18 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Brais Méndez,ESP,Real Sociedad,es La Liga,26 years,26.8,5,66,15,22.7,2.46,0.56,0.08,0.33,20.7,10,0,0,4.2,4.2,0.06,0.8,0.8,Midfielder,Forward
Bruno Méndez,URU,Granada,es La Liga,23 years,14.8,2,8,4,50.0,0.54,0.27,0.25,0.5,15.8,0,0,0,0.6,0.6,0.08,1.4,1.4,Defender,
Diego Méndez,ESP,Rayo Vallecano,es La Liga,19 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Leonardo Mendicino,ITA,Atalanta,it Serie A,17 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Antoine Mendy,SEN,Nice,fr Ligue 1,19 years,4.6,0,2,1,50.0,0.43,0.22,0.0,0.0,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Defender,
Benjamin Mendy,FRA,Lorient,fr Ligue 1,29 years,7.9,2,13,4,30.8,1.65,0.51,0.15,0.5,16.6,0,0,0,1.1,1.1,0.08,0.9,0.9,Defender,
Ferland Mendy,FRA,Real Madrid,es La Liga,28 years,19.1,0,5,1,20.0,0.26,0.05,0.0,0.0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Defender,
Formose Mendy,SEN,Lorient,fr Ligue 1,22 years,14.0,0,7,2,28.6,0.5,0.14,0.0,0.0,14.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Defender,
Nampalys Mendy,SEN,Lens,fr Ligue 1,31 years,11.7,0,7,2,28.6,0.6,0.17,0.0,0.0,26.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Midfielder,
Teden Mengi,ENG,Luton Town,eng Premier League,21 years,27.4,1,11,4,36.4,0.4,0.15,0.09,0.25,17.6,0,0,0,0.6,0.6,0.05,0.4,0.4,Defender,
Chris Mepham,WAL,Bournemouth,eng Premier League,25 years,6.9,0,1,1,100.0,0.15,0.15,0.0,0.0,8.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Defender,
Jorge Meré,ESP,Cádiz,es La Liga,26 years,7.5,0,4,1,25.0,0.53,0.13,0.0,0.0,18.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Defender,
Alex Meret,ITA,Napoli,it Serie A,26 years,30.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Mikel Merino,ESP,Real Sociedad,es La Liga,27 years,27.6,5,30,11,36.7,1.09,0.4,0.17,0.45,13.9,0,0,0,3.3,3.3,0.11,1.7,1.7,Midfielder,
Quentin Merlin,FRA,Marseille,fr Ligue 1,21 years,7.8,0,5,1,20.0,0.64,0.13,0.0,0.0,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Defender,
Quentin Merlin,FRA,Nantes,fr Ligue 1,21 years,14.3,0,14,3,21.4,0.98,0.21,0.0,0.0,20.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Defender,
Junior Messias,BRA,Genoa,it Serie A,32 years,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,18.2,1,0,0,1.6,1.6,0.07,-0.6,-0.6,Midfielder,Defender
Thomas Meunier,BEL,Dortmund,de Bundesliga,31 years,6.5,0,8,1,12.5,1.23,0.15,0.0,0.0,18.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Defender,
Bastien Meupiyou,FRA,Nantes,fr Ligue 1,17 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Alexander Meyer,GER,Dortmund,de Bundesliga,32 years,7.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Omenuke Mfulu,COD,Las Palmas,es La Liga,29 years,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,Forward
Lucas Michal,FRA,Monaco,fr Ligue 1,18 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Sven Michel,GER,Augsburg,de Bundesliga,33 years,6.5,2,12,5,41.7,1.85,0.77,0.08,0.2,20.7,0,1,2,2.4,0.8,0.07,-0.4,0.2,Forward,Midfielder
Miguel,ESP,Alavés,es La Liga,23 years,0.7,0,2,1,50.0,2.77,1.38,0.0,0.0,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Forward,Midfielder
Georges Mikautadze,GEO,Metz,fr Ligue 1,22 years,19.4,13,55,24,43.6,2.83,1.24,0.18,0.42,17.7,4,3,3,9.5,7.2,0.13,3.5,2.8,Forward,
Nikola Milenković,SRB,Fiorentina,it Serie A,25 years,27.9,0,10,3,30.0,0.36,0.11,0.0,0.0,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Defender,
Lewis Miley,ENG,Newcastle Utd,eng Premier League,17 years,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.1,-0.2,-0.2,Midfielder,
Arkadiusz Milik,POL,Juventus,it Serie A,29 years,10.2,4,37,13,35.1,3.62,1.27,0.11,0.31,13.6,3,0,0,5.1,5.1,0.14,-1.1,-1.1,Forward,
Vanja Milinković-Savić,SRB,Torino,it Serie A,26 years,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Éder Militão,BRA,Real Madrid,es La Liga,25 years,5.5,0,2,2,100.0,0.36,0.36,0.0,0.0,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Defender,
Luis Milla,ESP,Getafe,es La Liga,28 years,23.5,0,16,5,31.3,0.68,0.21,0.0,0.0,25.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Midfielder,
Enzo Millot,FRA,Stuttgart,de Bundesliga,21 years,24.9,5,38,17,44.7,1.53,0.68,0.11,0.24,19.4,0,1,1,5.3,4.5,0.12,-0.3,-0.5,Midfielder,Forward
James Milner,ENG,Brighton,eng Premier League,37 years,8.6,0,5,1,20.0,0.58,0.12,0.0,0.0,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Defender,Midfielder
Jovan Milošević,SRB,Stuttgart,de Bundesliga,18 years,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,Midfielder
Marko Milovanović,SRB,Almería,es La Liga,19 years,3.4,1,5,1,20.0,1.46,0.29,0.2,1.0,16.2,0,0,0,1.5,1.5,0.31,-0.5,-0.5,Forward,Midfielder
Kim Min-jae,KOR,Bayern Munich,de Bundesliga,26 years,21.9,1,10,3,30.0,0.46,0.14,0.1,0.33,10.4,0,0,0,0.8,0.8,0.08,0.2,0.2,Defender,
Yerry Mina,COL,Fiorentina,it Serie A,28 years,0.5,0,1,0,0.0,2.05,0.0,0.0,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Defender,Midfielder
Yerry Mina,COL,Cagliari,it Serie A,28 years,13.5,2,2,1,50.0,0.15,0.07,0.5,1.0,17.2,0,1,1,1.3,0.5,0.25,0.7,0.5,Defender,
Takumi Minamino,JPN,Monaco,fr Ligue 1,28 years,23.5,9,60,28,46.7,2.55,1.19,0.15,0.32,17.1,0,0,0,5.9,5.9,0.1,3.1,3.1,Midfielder,
Lucas Mincarelli,FRA,Montpellier,fr Ligue 1,19 years,10.9,1,6,3,50.0,0.55,0.28,0.17,0.33,17.9,0,0,0,0.4,0.4,0.06,0.6,0.6,Defender,Midfielder
Tyrone Mings,ENG,Aston Villa,eng Premier League,30 years,0.3,0,1,0,0.0,3.0,0.0,0.0,,18.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Defender,
Óscar Mingueza,ESP,Celta Vigo,es La Liga,24 years,33.3,2,28,13,46.4,0.84,0.39,0.07,0.15,20.4,0,0,0,2.6,2.6,0.09,-0.6,-0.6,Defender,Midfielder
Ignasi Miquel,ESP,Granada,es La Liga,30 years,33.2,1,22,8,36.4,0.66,0.24,0.05,0.13,12.7,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Defender,
Rafa Mir,ESP,Sevilla,es La Liga,26 years,4.3,2,15,7,46.7,3.45,1.61,0.13,0.29,16.9,0,0,0,1.4,1.4,0.1,0.6,0.6,Forward,Midfielder
Ignacio Miramon,ARG,Lille,fr Ligue 1,20 years,0.4,0,2,1,50.0,4.62,2.31,0.0,0.0,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Midfielder,
Aleksei Miranchuk,RUS,Atalanta,it Serie A,27 years,13.1,3,37,21,56.8,2.83,1.61,0.08,0.14,16.4,0,0,0,5.4,5.4,0.15,-2.4,-2.4,Midfielder,Forward
Juan Miranda,ESP,Betis,es La Liga,23 years,20.6,1,16,6,37.5,0.78,0.29,0.06,0.17,18.6,1,0,0,1.6,1.6,0.11,-0.6,-0.6,Defender,
Kevin Miranda,ITA,Sassuolo,it Serie A,20 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Antonio Mirante,ITA,Milan,it Serie A,40 years,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Fabio Miretti,ITA,Juventus,it Serie A,19 years,12.3,1,20,3,15.0,1.63,0.24,0.05,0.33,20.4,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Midfielder,
Filippo Missori,ITA,Sassuolo,it Serie A,19 years,3.0,0,4,1,25.0,1.35,0.34,0.0,0.0,16.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Defender,
Tyrick Mitchell,ENG,Crystal Palace,eng Premier League,23 years,35.6,2,12,4,33.3,0.34,0.11,0.17,0.5,12.4,0,0,0,1.6,1.6,0.13,0.4,0.4,Defender,Midfielder
Kaoru Mitoma,JPN,Brighton,eng Premier League,26 years,16.5,3,34,15,44.1,2.06,0.91,0.09,0.2,13.2,0,0,0,3.5,3.5,0.1,-0.5,-0.5,Forward,
Aleksandar Mitrović,SRB,Fulham,eng Premier League,28 years,0.4,0,2,1,50.0,5.45,2.73,0.0,0.0,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Forward,
Stefan Mitrović,SRB,Hellas Verona,it Serie A,20 years,4.3,0,7,1,14.3,1.61,0.23,0.0,0.0,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Forward,Midfielder
Stefan Mitrović,SRB,Getafe,es La Liga,33 years,7.8,1,1,1,100.0,0.13,0.13,1.0,1.0,8.7,0,0,0,0.1,0.1,0.09,0.9,0.9,Defender,
Maximilian Mittelstädt,GER,Stuttgart,de Bundesliga,26 years,23.4,2,21,6,28.6,0.9,0.26,0.1,0.33,23.3,0,0,0,0.9,0.9,0.04,1.1,1.1,Defender,
Henrikh Mkhitaryan,ARM,Inter,it Serie A,34 years,30.9,2,39,6,15.4,1.26,0.19,0.05,0.33,19.5,0,0,0,3.6,3.6,0.09,-1.6,-1.6,Midfielder,
Marko Mladenović,SRB,Eintracht Frankfurt,de Bundesliga,18 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Jakub Moder,POL,Brighton,eng Premier League,24 years,6.9,0,11,3,27.3,1.6,0.44,0.0,0.0,17.8,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Midfielder,Defender
Luka Modrić,CRO,Real Madrid,es La Liga,37 years,18.8,2,25,10,40.0,1.33,0.53,0.08,0.2,21.9,1,0,0,1.3,1.3,0.05,0.7,0.7,Midfielder,
Max Moerstedt,GER,Hoffenheim,de Bundesliga,nan years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,Forward
Terem Moffi,NGA,Nice,fr Ligue 1,24 years,21.7,11,46,20,43.5,2.12,0.92,0.17,0.4,15.4,0,3,3,10.7,8.3,0.18,0.3,-0.3,Forward,
Mostafa Mohamed,EGY,Nantes,fr Ligue 1,25 years,22.2,8,62,23,37.1,2.79,1.03,0.08,0.22,15.6,4,3,3,7.8,5.5,0.09,0.2,-0.5,Forward,
Dion Moise Sahi,CIV,Strasbourg,fr Ligue 1,21 years,7.0,3,24,7,29.2,3.44,1.0,0.13,0.43,15.8,0,0,0,4.1,4.1,0.17,-1.1,-1.1,Midfielder,Forward
Johan Mojica,COL,Osasuna,es La Liga,30 years,22.7,0,17,1,5.9,0.75,0.04,0.0,0.0,22.1,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Defender,
Alberto Moleiro,ESP,Las Palmas,es La Liga,19 years,20.0,3,33,10,30.3,1.65,0.5,0.09,0.3,20.0,0,0,0,2.0,2.0,0.06,1.0,1.0,Forward,Midfielder
Nahuel Molina,ARG,Atlético Madrid,es La Liga,25 years,20.6,2,12,4,33.3,0.58,0.19,0.17,0.5,17.4,1,0,0,1.3,1.3,0.11,0.7,0.7,Defender,
Florent Mollet,FRA,Nantes,fr Ligue 1,31 years,23.1,4,64,26,40.6,2.77,1.12,0.06,0.15,19.4,8,0,0,5.9,5.9,0.09,-1.9,-1.9,Midfielder,Forward
Jon Moncayola,ESP,Osasuna,es La Liga,25 years,20.0,1,16,5,31.3,0.8,0.25,0.06,0.2,23.0,0,0,0,0.6,0.6,0.04,0.4,0.4,Midfielder,
Enzo Mongo,FRA,Nantes,fr Ligue 1,18 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Ilario Monterisi,ITA,Frosinone,it Serie A,21 years,16.3,2,5,3,60.0,0.31,0.18,0.4,0.67,8.7,0,0,0,1.1,1.1,0.22,0.9,0.9,Defender,
César Montes,MEX,Almería,es La Liga,26 years,19.9,0,13,2,15.4,0.65,0.1,0.0,0.0,11.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Defender,
Gonzalo Montiel,ARG,Nottingham Forest,eng Premier League,26 years,8.9,0,3,0,0.0,0.34,0.0,0.0,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Defender,
Lorenzo Montipò,ITA,Hellas Verona,it Serie A,27 years,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Kieffer Moore,WAL,Bournemouth,eng Premier League,30 years,1.2,1,6,2,33.3,5.0,1.67,0.17,0.5,12.5,0,0,0,1.5,1.5,0.25,-0.5,-0.5,Forward,Midfielder
Mikey Moore,ENG,Tottenham,eng Premier League,15 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Álvaro Morata,ESP,Atlético Madrid,es La Liga,30 years,21.2,15,66,33,50.0,3.12,1.56,0.23,0.45,11.4,0,0,1,13.8,12.9,0.2,1.2,2.1,Forward,
Diego Moreira,POR,Lyon,fr Ligue 1,18 years,3.0,0,5,2,40.0,1.67,0.67,0.0,0.0,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Forward,Midfielder
Alberto Moreno,ESP,Villarreal,es La Liga,31 years,16.5,2,17,5,29.4,1.03,0.3,0.12,0.4,19.8,0,0,0,0.7,0.7,0.04,1.3,1.3,Defender,
Álex Moreno,ESP,Aston Villa,eng Premier League,30 years,11.5,2,8,4,50.0,0.7,0.35,0.25,0.5,12.3,0,0,0,1.1,1.1,0.14,0.9,0.9,Defender,
Gerard Moreno,ESP,Villarreal,es La Liga,31 years,24.6,10,60,18,30.0,2.44,0.73,0.13,0.44,15.3,0,2,3,9.7,7.3,0.12,0.3,0.7,Forward,
Jorge Moreno,ESP,Osasuna,es La Liga,22 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
